date,Newspaper,Body Text,title
2024-04-17T09:03:12+0000,The New York Times,,what to know about the campus protests over the israel-hamas war
2024-05-31T21:42:12+0000,The New York Times,"israel-hamaswar advertisement president biden outlined a road map put forward by israel that would begin with an immediate , temporary cease-fire and work toward a permanent end to the war and the reconstruction of gaza . byjesus jiménezandaaron boxerman president biden on fridayoutlined a road mapput forward by israel that would begin with an immediate , temporary cease-fire and work toward a permanent end to the war and the reconstruction of gaza . here are some of the details , as described by mr . biden , a senior u.s . administration official who briefed reporters after the president spoke and israeli officials who have discussed the possible deal . both sides would observe a six-week cease-fire . israel would withdraw from major population centers in gaza , and a number of hostages would be released , including women , the elderly and the wounded . the hostages would be exchanged for the release of hundreds of palestinian detainees . aid would begin flowing into gaza , working up to some 600 trucks a day . hundreds of thousands of displaced palestinian civilians would also be allowed to return to their homes in northern gaza . most palestinians fled the north following israel’s mass evacuation order before the ground invasion began . during the first phase , israel and hamas would continue to negotiate to reach a permanent cease-fire . if the talks take more than six weeks , the first phase of the truce will continue until they reach a deal , mr . biden said . with a permanent cease-fire , israel would withdraw completely from gaza . all the remaining living israeli hostages would be released , including male soldiers , and more palestinian prisoners would be released in exchange . it was also unclear who would govern the territory under the agreement . hamas could use a cease-fire to reconstitute its rule in gaza . in the past , the united states has said that the palestinian authority , which has struggled to run the west bank , ought to be brought in to run gaza . israeli officials , including mr . netanyahu , have generally rejected either the palestinian authority or hamas running gaza . hamas would return the remains of hostages who had died . rubble would be cleared and a three - to five-year reconstruction period would begin , backed by the united states , europe and international institutions . jesus jiménez covers breaking news , online trends and other subjects . he is based in new york city.more about jesus jiménez aaron boxermanis a times reporting fellow with a focus on international news.more about aaron boxerman advertisement",what we know about the latest gaza cease-fire proposal
2024-06-06T17:30:58+0000,The New York Times,"advertisement supported by the new rules , which would also significantly rein in demonstrations at the university in other ways , come on the heels of a nationwide wave of student activism against israel’s actions in gaza . byanemona hartocollis the university of pennsylvania issued temporary rules on thursday that significantly rein in protests on campus and , for the first time , explicitly ban encampments . the action came less than a month afterthe police cleared away a pro-palestinian encampmentat the university and arrested 33 people . scores of encampments protesting israel’s war in gazahave sprung up at universitiesacross the country this spring , leading to more than 3,000 arrests since mid-april and heightened tensions between students and universities . “ to ensure the safety of the penn community and to protect the health and property of individuals , encampments and overnight demonstrations are not permitted in any university location , regardless of space ( indoor or outdoor ) , ” penn’s new rules for protests say , adding , “ unauthorized overnight activities will be considered trespassing and addressed . ” the rules also forbid protests that prevent speakers on campus from expressing their views or “ other members of the community from hearing or seeing the speaker . ” and they bar students from projecting slogans onto buildings or writing slogans on them in semi-permanent or permanent chalk or marker . penn’s administration said that the new rules , which will be reviewed by a faculty-led task force in the 2024-25 academic year , were issued in response to calls for more clarity about what was permitted on campus . the administration said that the rules “ aim to enable free expression while allowing penn to deliver its core missions of teaching , research , service and patient care without disruption . ” the university said that students who violated the rules would face disciplinary action , but did not go into details . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",penn bans protest encampments from its campus for the first time
2024-03-13T09:34:39+0000,The New York Times,,ramadan’s start brings ‘ no joy ’ to palestinians in the west bank
2024-03-26T16:12:26+0000,The New York Times,,israeli hostage says she was sexually assaulted and tortured in gaza
2024-03-28T10:31:33+0000,The New York Times,,what we know about palestinians detained in israel
2024-04-23T23:41:39+0000,The New York Times,,"at brooklyn seder protest , jewish new yorkers target schumer over aid"
2024-05-16T09:05:22+0000,The New York Times,"israel-hamaswar after 50 years of failure to stop violence and terrorism against palestinians by jewish ultranationalists , lawlessness has become the law . after 50 years of failure to stop violence and terrorism against palestinians by jewish ultranationalists , lawlessness has become the law . credit . . . supported by byronen bergmanandmark mazzetti this story is told in three parts . the first documents the unequal system of justice that grew around jewish settlements in gaza and the west bank . the second shows how extremists targeted not only palestinians but also israeli officials trying to make peace . the third explores how this movement gained control of the state itself . taken together , they tell the story of how a radical ideology moved from the fringes to the heart of israeli political power . by the end of october , it was clear that no one was going to help the villagers of khirbet zanuta . a tiny palestinian community , some 150 people perched on a windswept hill in the west bank near hebron , it had long faced threats from the jewish settlers who had steadily encircled it . but occasional harassment and vandalism , in the days after the oct . 7 hamas attack , escalated into beatings and murder threats . the villagers made appeal after appeal to the israeli police and to the ever-present israeli military , but their calls for protection went largely unheeded , and the attacks continued with no consequences . so one day the villagers packed what they could , loaded their families into trucks and disappeared . who bulldozed the village after that is a matter of dispute . the israeli army says it was the settlers ; a senior israeli police officer says it was the army . either way , soon after the villagers left , little remained of khirbet zanuta besides the ruins of a clinic and an elementary school . one wall of the clinic , leaning sideways , bore a sign saying that it had been funded by an agency of the european union providing “ humanitarian support for palestinians at risk of forcible transfer in the west bank . ” near the school , someone had planted the flag of israel as another kind of announcement : this is jewish land now . such violence over the decades in places like khirbet zanuta is well documented . but protecting the people who carry out that violence is the dark secret of israeli justice . the long arc of harassment , assault and murder of palestinians by jewish settlers is twinned with a shadow history , one of silence , avoidance and abetment by israeli officials . for many of those officials , it is palestinian terrorism that most threatens israel . but in interviews with more than 100 people — current and former officers of the israeli military , the national israeli police and the shin bet domestic security service ; high-ranking israeli political officials , including four former prime ministers ; palestinian leaders and activists ; israeli human rights lawyers ; american officials charged with supporting the israeli-palestinian partnership — we found a different and perhaps even more destabilizing threat . a long history of crime without punishment , many of those officials now say , threatens not only palestinians living in the occupied territories but also the state of israel itself . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",the unpunished : how extremists took over israel
2024-05-23T14:00:22+0000,The New York Times,"israel-hamaswar in safed , a center of kabbalah , ordinary citizens shocked by the oct . 7 attacks are carrying military-grade weapons . prayers at safed old jewish cemetery this month.credit . . . supported by bydamien cave photographs byamit elkayam reporting from safed , an epicenter of jewish mysticism . eyal ben-ari tugged at the heavy assault rifle hanging over his shoulder as he tiptoed out of his pink house at sunrise , hoping not to wake his wife or six children . walking to synagogue in safed , a hill town above the sea of galilee known for centuries as a center of kabbalah , or ancient jewish mysticism , he said he still didn’t feel great about the gun . sleeping with the rifle under his pillow , he worried about it being stolen . after his 13-year-old son came home with a toy replica , mr . ben-ari considered returning the real thing , doubting his decision to join the newly formed civilian militia that had given him the weapon . “ i feel like it’s very — artificial , ” he said , struggling to find the right word in english , looking down at the gun . “ it’s not human . it’s not life . ” at the synagogue , men with graying beards and black suits — all fellow members of the chabad movement , an ultra-orthodox sect of judaism — slapped mr . ben-ari on the back . they were happy to see him . happy to see his gun . it was the only one there , but far from unique . in this small city near the lebanon border , where hezbollah’s rockets have often rained down in recent months , israel’s deep sense of vulnerability has led to a surge of citizens arming themselves . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement","in a city of ancient jewish mysticism , israelis arm for a fight"
2024-03-11T07:00:19+0000,The New York Times,,a showcase for israeli property creates rancor in a diverse town
2024-04-13T23:15:05+0000,The New York Times,,tensions flare in west bank after israeli teenager is found dead
2024-03-13T19:32:58+0000,The New York Times,,israel’s justice ministry opens inquiry into police killing of youth in east jerusalem
2024-04-18T06:05:21+0000,The New York Times,,google fires 28 employees involved in protest of israeli cloud contract
2024-04-14T14:28:03+0000,The New York Times,,"an unexpected player in israel’s defense : jordan , home to many palestinians"
2024-06-08T09:04:26+0000,The New York Times,"israel-hamaswar advertisement supported by the gbu-39 is increasingly the weapon of choice for the israeli military and was used in two recent mass-casualty events . bylara jakes lara jakes writes about weapons and military aid to conflict zones . an american-made , precision guided bomb that homes in on specific targets and , ideally , limits civilian casualties , was used in airstrikes in gaza that killed dozens of palestinians , including women and children . the weapon,the gbu-39,or small-diameter bomb,was used in an attackat a former united nations school on thursday and in amay 26 strike in rafah . in both cases , the israeli military defended its actions , saying the strikes were aimed at militants using civilians as human shields . the gaza health authorities said that civilians had also been killed , and there were videos and pictures of women and children among the dead . two weapons experts told the new york times that israel has appeared to increase the use of the bombs since the start of this year , compared with the war’s earliest days , when it launched them in only 10 percent of airstrikes against gaza . as a recent spate of israeli strikes demonstrates , even a relatively diminutive bomb can inflict severe civilian casualties . “ the thing is , even using a smaller weapon , or using a precision guided weapon , doesn’t mean you don’t kill civilians , and it doesn’t mean that all of your strikes are suddenly lawful , ” said brian castner , a weapons expert at amnesty international . early in the war , the israeli military mounted full-scale invasions of gazan cities with tanks , artillery and 2,000-pound bombs , earning it international condemnation for heavy civilian casualties . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",a small american bomb killing palestinians by the dozen in gaza
2024-04-14T10:20:26+0000,The New York Times,,what weapons did israel use to block iran’s attack ?
2024-06-12T01:49:34+0000,The New York Times,"israel-hamaswar advertisement the commander was among the highest-ranking hezbollah fighters in lebanon to have been killed in the eight-month-long conflict , a lebanese official said . byephrat livniandeuan ward israeli forces killed a senior hezbollah commander in a strike in southern lebanon late tuesday , stoking concerns about an escalation of the conflict on another israeli front . in response , hezbollah fired one of its heaviest rocket barrages yet into israel on wednesday , targeting military bases and arms factories . the commander , taleb abdallah , also known as abu taleb , was among the highest-ranking hezbollah fighters in lebanon to have been killed in the eight-month-long conflict , according to a senior lebanese intelligence official , who spoke on condition of anonymity to discuss the sensitive issue . in an apparent nod to mr . abdallah’s seniority , hezbollah made the rare move of releasing a photo of him alongside wissam hassan al-tawil , a high-ranking commander in the group’s radwan unit , who was killed in a strike in january . the israeli military said in a statement that it had struck a hezbollah command and control center , killing mr . abdallah and three other hezbollah fighters . it called mr . abdallah one of hezbollah’s top commanders in southern lebanon . israeli army radio said on wednesday that around 150 rockets had been launched into northern israel in an apparent response , with hezbollah claiming attacks on a string of military bases . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",senior hezbollah commander is killed in israeli strike
2024-04-10T07:14:14+0000,The New York Times,,gazans find little to celebrate as eid al-fitr begins at the end of ramadan
2024-04-17T17:42:13+0000,The New York Times,,who are the columbia professors mentioned in the house hearing ?
2024-05-23T20:13:16+0000,The New York Times,"advertisement the actions came as the university chancellor testified before congress . the university said that it was not aware of the police making any arrests . transcript whose university ? our university ! whose university ? our university ! byjonathan wolfe,grace whitakerandnicholas bogel-burroughs jonathan wolfe and grace whitaker reported from los angeles , and nicholas bogel-burroughs from new york . pro-palestinian demonstrators at the university of california , los angeles , briefly formed a new encampment and then took over a campus building on thursday before police officers in riot gear moved in to disband the efforts . the protests , which drew hundreds of people , came on the same day that the u.c.l.a . chancellorwas grilled in a hearing on capitol hillover his handling of a similar encampment last month . by the afternoon , about 70 protesters had entered dodd hall , an academic building , sealing off doors with computer cables and jackets . one protester , speaking into a megaphone , asked anyone not affiliated with u.c.l.a . to leave and acknowledged the ad hoc nature of the protest : “ we’re building this plane as we fly it . ” but just a few hours after the protesters had gotten inside , police officers in riot gear barged in and cleared the building — a contrast to what republicans lawmakers criticized as a slow response to the demonstrations in late april . protesters had initially set up a small encampment earlier on thursday in an area known as the kerckhoff patio , but quickly abandoned it after officers wearing helmets and carrying batons moved in . the protesters then fled to an area by murphy hall , amassing about 300 people at one point , and then some eventually moved into dodd hall . in recent weeks , student activists have been calling on the university to divest from companies that they view as enabling israel’s war in gaza . their demonstration in april was one of the most high-profile campus protests this year . more than 200 protesters were arrested after a group of pro-israel counterprotesters attacked the encampment . none of the counterprotesters have been apprehended . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement","at u.c.l.a . , protesters briefly form encampment and occupy building before police move in"
2024-04-03T21:40:00+0000,The New York Times,,how biden’s white house gathering for ramadan unraveled over gaza
2024-04-21T09:01:44+0000,The New York Times,,necessity gives rise to bipartisanship — for now
2024-06-03T21:45:15+0000,The New York Times,"advertisement supported by mondaire jones , a fellow black progressive who entered congress with mr . bowman after the 2020 election , is endorsing mr . bowman’s challenger , george latimer . bynicholas fandos roughly four years ago , mondaire jones and jamaal bowmanmade historytogether . young , left-leaning democrats , they won hard-fought primaries in neighboring districts to become the first black men ever to represent new york’s westchester county in congress . now , they find themselves deeply at odds over theisrael-hamas war , a break so sharp that mr . jones vowed on monday to help defeat mr . bowman in the democratic primary on june 25 and endorse his opponent , george latimer . it was the latest sign of how intensely the conflict in the middle east has come to divide democratic politics this election year . mr . latimer and mr . bowman have already spent months debating the conflict , and the race has been transformed by $ 10 million in outside spending by pro-israel interest groups on mr . latimer’s behalf . mr . jones said in an interview that he could not sit by while mr . bowman positioned himself as a leading critic of israel , saying that his former ally had sown “ pain and anxiety ” among jewish new yorkers and had torn “ at the fabric of our community and our civil rights coalition . ” but mr . jones also may be considering his own political self-interest . afterlosing his house seatin 2022 , he isnow runningto unseat representative mike lawler , a republican , in a swing district just to the north . creating some distance from mr . bowman may help win over jewish voters , as well as other moderate voters . “ as someone who is among the most popular democrats in the hudson valley , it is my prerogative to play a dispositive role in ending this long , painful nightmare that we have been experiencing since oct . 7 , ” mr . jones said . he planned to formally make the endorsement at an event on tuesday . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",rep . jamaal bowman loses support of an ex-colleague over israel
2024-04-19T09:05:33+0000,The New York Times,,"at columbia , the protests continued , with dancing and pizza"
2024-05-23T14:09:38+0000,The New York Times,"advertisement even before the war in gaza brought upheaval to college campuses , the rutgers president was criticized over his response to an instructors ’ strike and approval of a tuition increase . bysharon otterman when jonathan holloway , a scholar of african american history , was appointed as the 21st president of rutgers in 2020 , he said one of his goals was to foster “ a beloved community , ” a university culture defined by tolerance , diversity and the spirited exchange of opinions and ideas . “ if ever there is a time when people need to be authentically listened to , it’s now , ” he toldrutgers magazineshortly after taking office . “ so , it’s important to me to be graceful . to grant grace . ” his goal has been tested ever since . even before the war in gaza brought upheaval to college campuses , dr . holloway was under scrutiny for several unpopular moves . thousands ofinstructors went on strike to demand better pay , leading dr . holloway to threaten a court order to force them back to work . he also approved a tuition increase and removed a popular administrator , thechronicle of higher educationreported . lastseptember , in a symbolic move , the rutgers university senate voted no confidence in his leadership following the months of tumult . the rutgers senate is a democratically elected group of faculty , staff and students ; it does not , however , have the power to remove the president . this spring , dr . holloway decided to strike adealwith pro-palestinian demonstrators to end their four-day encampment at the university’s new brunswick campus . some charged that he had rewarded demonstrators after they disrupted campus life and chanted anti-israel slogans that some view as antisemitic . dr . holloway has defended the agreement , even though he acknowledged that “ some of the statements that i have heard are disgraceful and have no place at a university . ” “ the result of our actions was a peaceful return to the normal course of business , ” he told the school’sboard of governorson may 6 . before becoming rutgers’sfirst black president , dr . holloway was provost of northwestern university and a professor of history at yale for nearly two decades . at yale , he also served as dean of yale college . president holloway’s scholarly work focuses on african american history after the civil war , and he has published several books . one of his yale courses on african american history is availableonline . sharon ottermanis a times reporter covering higher education , public health and other issues facing new york city.more about sharon otterman advertisement","at rutgers , holloway has faced scrutiny for several unpopular moves"
2024-04-08T08:07:42+0000,The New York Times,,nicaragua takes germany to court over supplying arms to israel
2024-05-01T22:21:42+0000,The New York Times,,"biden invites netanyahu to u.s . , easing tensions"
2024-04-22T08:45:46+0000,The New York Times,,kissinger’s mideast legacy is reflected in the war in gaza
2024-03-12T20:52:49+0000,The New York Times,,white house denies biden has set ‘ red lines ’ for israel-hamas war in gaza
2024-03-19T21:46:36+0000,The New York Times,,"no alternative for rafah invasion , netanyahu says , as rift with u.s . grows"
2024-05-20T14:44:40+0000,The New York Times,"advertisement supported by under the bill , new york nonprofits that provide financial support to israel’s military or settlements could be sued for at least $ 1 million and lose their tax-exempt status . bykaren zraick a long-shot effort by left-leaning new york state lawmakers to curtail financial support for israeli settlements has drawn a big-name backer — but she doesn’t have a vote in albany . representative alexandria ocasio-cortez , who rarely wades into state politics , publicly backed a bill on monday that could strip new york nonprofits of their tax-exempt status if their funds are used to support israel’s military and settlement activity . her involvement underscores the extent to which the war in gaza and israel’s treatment of palestinians more broadly have animated the left flank of the democratic party as a pivotal election approaches . “ it is more important now than ever to hold the netanyahu government accountable for endorsing and , in fact , supporting some of this settler violence that prevents a lasting peace , ” ms . ocasio-cortez said at a news conference . “ this bill will make sure that the ongoing atrocities that we see happening in gaza and the west bank , as well as the ongoing enabling of armed militias to terrorize palestinians in the west bank , do not benefit from new york state charitable tax exemptions . ” assemblyman zohran mamdani and state senator jabari brisport introduced the bill , called the “ not on our dime ” act , months before the oct . 7 attack , saying it was an effort to prevent tax-exempt donations from subsidizing violence by israeli settlers in the west bank . it was widely criticized by albany lawmakers and declared a “ nonstarter . ” now its sponsors say they plan to revise the bill to prohibit “ aiding and abetting ” the resettling of the gaza strip or providing “ unauthorized support ” for israeli military activity that violates international law . “ there’s a newfound consciousness in our country with regards to the urgency of palestinian human rights , and we have to propose and advocate for legislation that reflects public sentiment , ” mr . mamdani said in a recent interview , referring to some of israel’s violence toward people in gaza and the west bank as “ war crimes . ” the lawmakers announced the relaunch of the bill at an event at ms . ocasio-cortez’s bronx district office on monday morning , surrounded by left-leaning elected officials from the city council and state legislature . asked why she had chosen to endorse a state-level bill , ms . ocasio-cortez said that it was “ politically perilous ” to do so and that she had wanted to support her colleagues . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",ocasio-cortez backs n.y . bill limiting donations to israeli settlements
2024-03-15T10:02:49+0000,The New York Times,,"trump’s court delays pile up , and schumer says netanyahu ‘ lost his way ’"
2024-04-02T04:01:24+0000,The New York Times,,"israeli army withdraws from major gaza hospital , leaving behind a wasteland"
2024-04-17T13:10:00+0000,The New York Times,,attack by hezbollah injures 14 israeli soldiers in border village
2024-04-11T20:45:12+0000,The New York Times,,u.s . sends a top general to israel amid fears of iranian strikes
2024-06-03T09:58:12+0000,The New York Times,"israel-hamaswar advertisement supported by israel defied ominous egyptian warnings and took control of the philadelphi corridor , but the reaction from egypt , which wants to maintain its security cooperation with israel , has been muted . byvivian yee,emad mekayandisabel kershner reporting from cairo and jerusalem for weeks , talk show hosts and newspaper columnists across egypt’s government-managed media spoke with one voice : any israeli “ occupation ” of a buffer zone on the egypt-gaza border could violate egypt’s sovereignty and national security . that would deal a further blow to a relationship that israel’s offensive had already pushed to its lowest point in decades . but when israel’s military said last week that it had taken “ tactical control ” of the zone , known as the philadelphi corridor , the same government mouthpieces were quick to say that the area had nothing to do with egypt . sovereignty went unmentioned . it was the latest indication that for all the hard feelings and security fears provoked by israel’s devastating campaign in the gaza strip , cairo sees little choice but to protect its 1979 peace treaty with israel . the accord has generated valuable military and intelligence cooperation against egyptian insurgents and natural gas imports from israel , as well as a close relationship with the united states and billions of dollars in american aid . for israel , too , the “ cold peace ” with egypt has been an essential pillar of national security for 45 years . it has given israel a path to better relations with arab countries , some of which have normalized their ties , making israel an increasingly integral part of a regional , anti-iranian axis . for the same reasons , the united states also considers the treaty , which grew out of the camp david accords , crucial to regional stability . still , israel took the risk of upsetting that delicate balance , saying that it must control the narrow buffer zone between gaza and egypt for its own security . israel says it needs to destroy dozens of tunnels under the border that have enabled hamas to smuggle in arms — despite egypt’s avowals that had stopped the smuggling years ago . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",israel’s seizure of gaza border zone strains ties with egypt
2024-04-12T10:04:15+0000,The New York Times,,"israel braces for iranian retaliation , and o.j . simpson dies"
2024-04-06T09:03:01+0000,The New York Times,,berlin was a beacon of artistic freedom . gaza changed everything .
2024-05-31T16:37:14+0000,The New York Times,"israel-hamaswar advertisement “ the destruction is indescribable , ” said mohammad awais , who returned with his family to their home on friday . byraja abdulrahimandlauren leatherby residents who returned to the northern gaza town of jabaliya on friday had expected to find mass devastation but said they were still shocked by the level of ruin they saw after three weeks of an israeli offensive on the dense , urban area . “ the destruction is indescribable , ” said mohammad awais , who returned with his family to their home in jabaliya on friday . “ our minds aren’t able to comprehend what we’re seeing . ” he said he and his family walked along devastated roads for nearly an hour in the heat and saw that no vehicle could navigate streets blocked by piles of rubble from homes and shops that had been destroyed by the israeli military . as they walked , rescue workers passed , carrying the wounded and bodies of those killed on stretchers . some bodies were found in the streets , others had been dug out and pulled from the rubble — already beginning to decompose , said mr . awais , a social media marketer . “ even the ambulances can’t drive through them to transport the injured and martyrs , ” he said of the streets in jabaliya . the israeli military said on friday that it had finished its offensive in eastern jabaliya and withdrawn after recovering the bodies of seven hostages , killing hundreds of fighters and destroying several miles of an underground tunnel network . april 17 jabaliya market area of image gaza strip may 24 jabaliya market april 17 jabaliya market area of image gaza strip may 24 jabaliya market source : satellite images from planet labs by the new york times we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",palestinians returning to jabaliya in northern gaza find wide devastation
2024-05-27T22:00:17+0000,The New York Times,"israel-hamaswar advertisement supported by the strike on sunday , which israeli officials said targeted two hamas leaders taking cover near a civilian encampment , ignited a fire that killed 45 people , according to the gazan authorities . byisabel kershner reporting from jerusalem with international condemnation mounting , prime minister benjamin netanyahu of israel said on monday that the killing of dozens of people a day earlier at a camp for displaced palestinians in rafah was “ a tragic accident , ” but gave no sign of curbing the israeli offensive in the southern gaza city . the deadly fire that tore through the encampment on sunday after an airstrike came at a particularly delicate time for israel , just days after the international court of justice appeared to order the country’s military to halt its offensive in rafah and as diplomats were aiming to restart negotiations for a cease-fire deal between israel and hamas . the israel military said that the target of the strike in rafah on sunday was a hamas compound , and that “ precise munitions ” had been used to target a commander and another senior militant official there . but at least 45 people , including children , were killed by the blast and by the fires it set off , according to the gaza health ministry . the ministry said that 249 people were wounded . in a speech to the israeli parliament on monday , mr . netanyahu said the military had sought to protect noncombatants , by issuing evacuation orders , adding that about a million civilians had left rafah ahead of , or during , the offensive . “ despite our supreme effort not to harm uninvolved civilians , ” he said , “ a tragic accident occurred to our regret last night . ” we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement","facing global outrage , netanyahu calls civilian deaths in rafah strike ‘ tragic accident ’"
2024-05-23T09:04:48+0000,The New York Times,"advertisement supported by anger at the university’s decision to bar 13 seniors from the ceremony in the wake of campus demonstrations over the war in gaza was a flashpoint for the protest on thursday . bymaya shwayder,jenna russellandanemona hartocollis maya shwayder reported from cambridge , mass . hundreds of students walked out of harvard university’s commencement ceremony on thursday morning as degrees were conferred , while hundreds chanted “ let them walk ! ” , a reference to 13 student protesters who were not allowed to graduate after a vote wednesday by the harvard corporation , the university’s governing body . the walkout was a jarring reminder of continuing unrest on the cambridge campus , on a day when more than 9,000 graduates and their families were gathered in harvard yard for celebration and reflection . at the start of the ceremony , the university’s interim president , alan garber — loudly booed by some in the crowd — acknowledged the turmoil , and the possibility that “ some among us may choose to take the liberty of expressing themselves to draw attention to events unfolding in the wider world . ” “ this moment of joy coincides with moments of fear and dread , grief and anger , suffering and pain , ” he said . “ elsewhere , people are experiencing the worst days of their lives . ” he asked the crowd to observe a minute of silence . student speakers at the ceremony strongly criticized the harvard corporation for its vote on wednesday to bar the 13 undergraduate protesters from receiving their degrees in the wake of campus protests over the israel-hamas war . the move was seen by the students and their faculty supporters as a violation of an agreement made between administrators and students to clear their encampment from harvard yard . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement",students walk out in protest at harvard commencement
2024-04-18T14:21:15+0000,The New York Times,,qatar says it is reviewing its mediator role as israel-hamas talks stall
2024-03-09T19:50:38+0000,The New York Times,,"as u.s . rushes to build gaza port , major challenges loom"
2024-05-23T16:59:13+0000,The New York Times,"advertisement supported by critic’s notebook commencement is the rare american ritual that still has rules . that’s why it’s ripe for disruption . byjason farago recycled robes , processional marches , silver pens from tiffany : it is graduation season in america . may brings a nationwide festival of youth , with roots stretching back to before the foundation of the republic , and though many college commencements this month have taken place under police surveillance amid student outcry , the ceremonies have gone on . there are more than three centuries of precedents for graduation rituals — for its dress , for its speeches , and for its disturbances . if commencement is ripe for contestation ( the backs turned on the speaker , the kaffiyeh replacing the pointed sash ) , that’s because it’s one of the very last venues in which americans show a commitment tohowwe do things , and not just what we say and record . i am always a little surprised that universities have hung onto these habits , almost uniquely longstanding . this is a country where very little endures . you can arrive at the met gala half-naked . you can play bach or beyoncé at a funeral . but graduation still has rules . the students graduating from four-year colleges and universities this month began their studies , for the most part , in pandemic year zero . they missed , in 2020 , the walk across the football field or the auditorium stage to collect their high school diploma , and as the war in gaza continues to inflame campuses some are facing disarray again . columbia university , which called in the new york police department to oust pro-palestinian student demonstrators , broke its universitywide commencement into smaller chunks . emory university moved its ceremonies off campus . none has been outright canceled , though . it takes a lot to cancel a graduation . at harvard , wherehundreds of studentswalked out of this year’s main ceremony , outbreaks of smallpox meant no commencement in 1752 , 1757 ( theseven years ’ wardidn’t help that year ) , and 1764 . revolutionary hostilities canceled the commencements of 1774-78 and 1780 , but harvard would not miss a commencement again until 2020 . the ceremony took place through the civil war and two world wars , and it went ahead in 1970 , after national guardsmen shot and killed four students at kent state who were protesting the war in vietnam . ( demonstrations did cancel graduation at boston university , hunter college and other schools ; kent state’swas scaled down . ) in harvard yard that june , graduates protested the war by refusing to don cap and gown , or else by wearing white armbands over their robes . local demonstrators with a bullhorn occupied the dais to demand low-income housing in cambridge . students heard dueling orations that denounced the nixon administration and students for a democratic society . we are having trouble retrieving the article content . please enable javascript in your browser settings . thank you for your patience while we verify access . if you are in reader mode please exit andlog intoyour times account , orsubscribefor all of the times . thank you for your patience while we verify access . already a subscriber?log in . want all of the times?subscribe . advertisement","graduation’s pomp goes on , no matter the circumstance"
2024-03-12T11:45:28+0000,The New York Times,,"hezbollah fires more than 100 rockets into israel , drawing retaliation"
